report_validations,count,population,start_date,end_date,question
Number of Chronically Homeless Persons,230,all_persons,2022-02-01,2022-02-28,Q5a
Number of Youth Under Age 25,97,all_persons,2022-02-01,2022-02-28,Q5a
Number of Parenting Youth Under Age 25 with Children,18,all_persons,2022-02-01,2022-02-28,Q5a
Number of Adult Heads of Household,1075,all_persons,2022-02-01,2022-02-28,Q5a
Number of Child and Unknown-Age Heads of Household,5,all_persons,2022-02-01,2022-02-28,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,459,all_persons,2022-02-01,2022-02-28,Q5a
Total Number of Persons Served,1855,all_persons,2022-03-01,2022-03-31,Q5a
Number of Adults (age 18 or over),1417,all_persons,2022-03-01,2022-03-31,Q5a
Number of Children (under age 18),421,all_persons,2022-03-01,2022-03-31,Q5a
Number of Persons with Unknown Age,17,all_persons,2022-03-01,2022-03-31,Q5a
Number of Leavers,297,all_persons,2022-03-01,2022-03-31,Q5a
Number of Adult Leavers,214,all_persons,2022-03-01,2022-03-31,Q5a
Number of Adult and Head of Household Leavers,215,all_persons,2022-03-01,2022-03-31,Q5a
Number of Stayers,1558,all_persons,2022-03-01,2022-03-31,Q5a
Number of Adult Stayers,1203,all_persons,2022-03-01,2022-03-31,Q5a
Number of Veterans,83,all_persons,2022-03-01,2022-03-31,Q5a
Number of Chronically Homeless Persons,227,all_persons,2022-03-01,2022-03-31,Q5a
Number of Youth Under Age 25,109,all_persons,2022-03-01,2022-03-31,Q5a
Number of Parenting Youth Under Age 25 with Children,14,all_persons,2022-03-01,2022-03-31,Q5a
Number of Adult Heads of Household,1153,all_persons,2022-03-01,2022-03-31,Q5a
Number of Child and Unknown-Age Heads of Household,4,all_persons,2022-03-01,2022-03-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,462,all_persons,2022-03-01,2022-03-31,Q5a
Total Number of Persons Served,1871,all_persons,2022-04-01,2022-04-30,Q5a
Number of Adults (age 18 or over),1432,all_persons,2022-04-01,2022-04-30,Q5a
Number of Children (under age 18),425,all_persons,2022-04-01,2022-04-30,Q5a
Number of Persons with Unknown Age,14,all_persons,2022-04-01,2022-04-30,Q5a
Number of Leavers,300,all_persons,2022-04-01,2022-04-30,Q5a
Number of Adult Leavers,225,all_persons,2022-04-01,2022-04-30,Q5a
Number of Adult and Head of Household Leavers,226,all_persons,2022-04-01,2022-04-30,Q5a
Number of Stayers,1571,all_persons,2022-04-01,2022-04-30,Q5a
Number of Adult Stayers,1207,all_persons,2022-04-01,2022-04-30,Q5a
Number of Veterans,79,all_persons,2022-04-01,2022-04-30,Q5a
Number of Chronically Homeless Persons,224,all_persons,2022-04-01,2022-04-30,Q5a
Number of Youth Under Age 25,107,all_persons,2022-04-01,2022-04-30,Q5a
Number of Parenting Youth Under Age 25 with Children,11,all_persons,2022-04-01,2022-04-30,Q5a
Number of Adult Heads of Household,1158,all_persons,2022-04-01,2022-04-30,Q5a
Number of Child and Unknown-Age Heads of Household,4,all_persons,2022-04-01,2022-04-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,465,all_persons,2022-04-01,2022-04-30,Q5a
Total Number of Persons Served,1894,all_persons,2022-05-01,2022-05-31,Q5a
Number of Adults (age 18 or over),1433,all_persons,2022-05-01,2022-05-31,Q5a
Number of Children (under age 18),446,all_persons,2022-05-01,2022-05-31,Q5a
Number of Persons with Unknown Age,15,all_persons,2022-05-01,2022-05-31,Q5a
Number of Leavers,284,all_persons,2022-05-01,2022-05-31,Q5a
Number of Adult Leavers,209,all_persons,2022-05-01,2022-05-31,Q5a
Number of Adult and Head of Household Leavers,210,all_persons,2022-05-01,2022-05-31,Q5a
Number of Stayers,1610,all_persons,2022-05-01,2022-05-31,Q5a
Number of Adult Stayers,1224,all_persons,2022-05-01,2022-05-31,Q5a
Number of Veterans,84,all_persons,2022-05-01,2022-05-31,Q5a
Number of Chronically Homeless Persons,210,all_persons,2022-05-01,2022-05-31,Q5a
Number of Youth Under Age 25,107,all_persons,2022-05-01,2022-05-31,Q5a
Number of Parenting Youth Under Age 25 with Children,9,all_persons,2022-05-01,2022-05-31,Q5a
Number of Adult Heads of Household,1156,all_persons,2022-05-01,2022-05-31,Q5a
Number of Child and Unknown-Age Heads of Household,4,all_persons,2022-05-01,2022-05-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,475,all_persons,2022-05-01,2022-05-31,Q5a
Total Number of Persons Served,1989,all_persons,2022-06-01,2022-06-30,Q5a
Number of Adults (age 18 or over),1484,all_persons,2022-06-01,2022-06-30,Q5a
Number of Children (under age 18),490,all_persons,2022-06-01,2022-06-30,Q5a
Number of Persons with Unknown Age,15,all_persons,2022-06-01,2022-06-30,Q5a
Number of Leavers,324,all_persons,2022-06-01,2022-06-30,Q5a
Number of Adult Leavers,219,all_persons,2022-06-01,2022-06-30,Q5a
Number of Adult and Head of Household Leavers,220,all_persons,2022-06-01,2022-06-30,Q5a
Number of Stayers,1665,all_persons,2022-06-01,2022-06-30,Q5a
Number of Adult Stayers,1265,all_persons,2022-06-01,2022-06-30,Q5a
Number of Veterans,88,all_persons,2022-06-01,2022-06-30,Q5a
Number of Chronically Homeless Persons,215,all_persons,2022-06-01,2022-06-30,Q5a
Number of Youth Under Age 25,101,all_persons,2022-06-01,2022-06-30,Q5a
Number of Parenting Youth Under Age 25 with Children,9,all_persons,2022-06-01,2022-06-30,Q5a
Number of Adult Heads of Household,1204,all_persons,2022-06-01,2022-06-30,Q5a
Number of Child and Unknown-Age Heads of Household,5,all_persons,2022-06-01,2022-06-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,482,all_persons,2022-06-01,2022-06-30,Q5a
Total Number of Persons Served,1927,all_persons,2022-07-01,2022-07-31,Q5a
Number of Adults (age 18 or over),1442,all_persons,2022-07-01,2022-07-31,Q5a
Number of Children (under age 18),468,all_persons,2022-07-01,2022-07-31,Q5a
Number of Persons with Unknown Age,17,all_persons,2022-07-01,2022-07-31,Q5a
Number of Leavers,223,all_persons,2022-07-01,2022-07-31,Q5a
Number of Adult Leavers,159,all_persons,2022-07-01,2022-07-31,Q5a
Number of Adult and Head of Household Leavers,159,all_persons,2022-07-01,2022-07-31,Q5a
Number of Stayers,1704,all_persons,2022-07-01,2022-07-31,Q5a
Number of Adult Stayers,1283,all_persons,2022-07-01,2022-07-31,Q5a
Number of Veterans,88,all_persons,2022-07-01,2022-07-31,Q5a
Number of Chronically Homeless Persons,218,all_persons,2022-07-01,2022-07-31,Q5a
Number of Youth Under Age 25,108,all_persons,2022-07-01,2022-07-31,Q5a
Number of Parenting Youth Under Age 25 with Children,10,all_persons,2022-07-01,2022-07-31,Q5a
Number of Adult Heads of Household,1165,all_persons,2022-07-01,2022-07-31,Q5a
Number of Child and Unknown-Age Heads of Household,5,all_persons,2022-07-01,2022-07-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,539,all_persons,2022-07-01,2022-07-31,Q5a
Total Number of Persons Served,2002,all_persons,2022-08-01,2022-08-31,Q5a
Number of Adults (age 18 or over),1483,all_persons,2022-08-01,2022-08-31,Q5a
Number of Children (under age 18),501,all_persons,2022-08-01,2022-08-31,Q5a
Number of Persons with Unknown Age,18,all_persons,2022-08-01,2022-08-31,Q5a
Number of Leavers,261,all_persons,2022-08-01,2022-08-31,Q5a
Number of Adult Leavers,169,all_persons,2022-08-01,2022-08-31,Q5a
Number of Adult and Head of Household Leavers,169,all_persons,2022-08-01,2022-08-31,Q5a
Number of Stayers,1741,all_persons,2022-08-01,2022-08-31,Q5a
Number of Adult Stayers,1314,all_persons,2022-08-01,2022-08-31,Q5a
Number of Veterans,93,all_persons,2022-08-01,2022-08-31,Q5a
Number of Chronically Homeless Persons,219,all_persons,2022-08-01,2022-08-31,Q5a
Number of Youth Under Age 25,108,all_persons,2022-08-01,2022-08-31,Q5a
Number of Parenting Youth Under Age 25 with Children,11,all_persons,2022-08-01,2022-08-31,Q5a
Number of Adult Heads of Household,1204,all_persons,2022-08-01,2022-08-31,Q5a
Number of Child and Unknown-Age Heads of Household,6,all_persons,2022-08-01,2022-08-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,604,all_persons,2022-08-01,2022-08-31,Q5a
