number_of_adults_by_income_category,population,start_date,end_date,question,status,count
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,162
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,82
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,381
Total Adults,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,263
Total Adults,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,118
1 or More Source of Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,228
1 or More Source of Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,17
1 or More Source of Income,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,79
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_annual_assessment_stayers,19
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-06-01,2015-06-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,99
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,29
Adults with Only Other Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,88
Adults with Only Other Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,16
Adults with Only Other Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,20
Adults with Both Earned and Other Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,16
Adults with Both Earned and Other Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,169
Adults with No Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,42
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,6
Adults with Missing Income Information,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,183
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,79
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,379
Total Adults,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,282
Total Adults,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,97
1 or More Source of Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,227
1 or More Source of Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,18
1 or More Source of Income,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,61
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_annual_assessment_stayers,20
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-07-01,2015-07-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,102
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,18
Adults with Only Other Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,79
Adults with Only Other Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,17
Adults with Only Other Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,6
Adults with Both Earned and Other Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,16
Adults with Both Earned and Other Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,152
Adults with No Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,15
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,9
Adults with Missing Income Information,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,212
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,80
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,358
Total Adults,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,313
Total Adults,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,45
1 or More Source of Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,217
1 or More Source of Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,19
1 or More Source of Income,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,29
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_annual_assessment_stayers,21
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-08-01,2015-08-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,110
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,1
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,34
Adults with Only Other Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,96
Adults with Only Other Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,18
Adults with Only Other Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,13
Adults with Both Earned and Other Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,27
Adults with Both Earned and Other Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,165
Adults with No Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with No Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,34
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,7
Adults with Missing Income Information,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,221
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,75
Number of Adult Stayers without Required Annual Assessment,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,405
Total Adults,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,318
Total Adults,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,87
1 or More Source of Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,256
1 or More Source of Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,20
1 or More Source of Income,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_annual_assessment_stayers,22
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2015-09-01,2015-09-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_start,121
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_annual_assessment_stayers,2
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_exit_leavers,36
Adults with Only Other Income,all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_start,101
Adults with Only Other Income,all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_annual_assessment_stayers,18
Adults with Only Other Income,all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_exit_leavers,18
Adults with Both Earned and Other Income,all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_start,24
Adults with Both Earned and Other Income,all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_annual_assessment_stayers,1
Adults with Both Earned and Other Income,all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_exit_leavers,5
Adults with No Income,all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_start,168
Adults with No Income,all_persons,2015-10-01,2015-10-31,Q18,number_of_adults_at_annual_assessment_stayers,4
