length_participation,total,population,start_date,end_date,question,status,count
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2019-08-01,2019-08-31,Q27e,stayers,3
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-08-01,2019-08-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-08-01,2019-08-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-08-01,2019-08-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-08-01,2019-08-31,Q27e,stayers,1
Data Not Collected,0,youth,2019-08-01,2019-08-31,Q27e,leavers,0
Data Not Collected,0,youth,2019-08-01,2019-08-31,Q27e,stayers,0
30 days or less,35,youth,2019-09-01,2019-09-30,Q27e,leavers,24
30 days or less,35,youth,2019-09-01,2019-09-30,Q27e,stayers,11
31 to 60 days,11,youth,2019-09-01,2019-09-30,Q27e,leavers,0
31 to 60 days,11,youth,2019-09-01,2019-09-30,Q27e,stayers,11
61 to 90 days,6,youth,2019-09-01,2019-09-30,Q27e,leavers,1
61 to 90 days,6,youth,2019-09-01,2019-09-30,Q27e,stayers,5
91 to 180 days,8,youth,2019-09-01,2019-09-30,Q27e,leavers,3
91 to 180 days,8,youth,2019-09-01,2019-09-30,Q27e,stayers,5
181 to 365 days,6,youth,2019-09-01,2019-09-30,Q27e,leavers,0
181 to 365 days,6,youth,2019-09-01,2019-09-30,Q27e,stayers,6
366 to 730 Days (1-2 Yrs),6,youth,2019-09-01,2019-09-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),6,youth,2019-09-01,2019-09-30,Q27e,stayers,6
"731 to 1,095 Days (2-3 Yrs)",2,youth,2019-09-01,2019-09-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",2,youth,2019-09-01,2019-09-30,Q27e,stayers,2
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2019-09-01,2019-09-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2019-09-01,2019-09-30,Q27e,stayers,3
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-09-01,2019-09-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-09-01,2019-09-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-09-01,2019-09-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-09-01,2019-09-30,Q27e,stayers,1
Data Not Collected,0,youth,2019-09-01,2019-09-30,Q27e,leavers,0
Data Not Collected,0,youth,2019-09-01,2019-09-30,Q27e,stayers,0
30 days or less,28,youth,2019-10-01,2019-10-31,Q27e,leavers,23
30 days or less,28,youth,2019-10-01,2019-10-31,Q27e,stayers,5
31 to 60 days,13,youth,2019-10-01,2019-10-31,Q27e,leavers,4
31 to 60 days,13,youth,2019-10-01,2019-10-31,Q27e,stayers,9
61 to 90 days,6,youth,2019-10-01,2019-10-31,Q27e,leavers,0
61 to 90 days,6,youth,2019-10-01,2019-10-31,Q27e,stayers,6
91 to 180 days,7,youth,2019-10-01,2019-10-31,Q27e,leavers,0
91 to 180 days,7,youth,2019-10-01,2019-10-31,Q27e,stayers,7
181 to 365 days,10,youth,2019-10-01,2019-10-31,Q27e,leavers,0
181 to 365 days,10,youth,2019-10-01,2019-10-31,Q27e,stayers,10
366 to 730 Days (1-2 Yrs),6,youth,2019-10-01,2019-10-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),6,youth,2019-10-01,2019-10-31,Q27e,stayers,6
"731 to 1,095 Days (2-3 Yrs)",0,youth,2019-10-01,2019-10-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2019-10-01,2019-10-31,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2019-10-01,2019-10-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2019-10-01,2019-10-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-10-01,2019-10-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-10-01,2019-10-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-10-01,2019-10-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-10-01,2019-10-31,Q27e,stayers,1
Data Not Collected,0,youth,2019-10-01,2019-10-31,Q27e,leavers,0
Data Not Collected,0,youth,2019-10-01,2019-10-31,Q27e,stayers,0
30 days or less,27,youth,2019-11-01,2019-11-30,Q27e,leavers,16
30 days or less,27,youth,2019-11-01,2019-11-30,Q27e,stayers,11
31 to 60 days,5,youth,2019-11-01,2019-11-30,Q27e,leavers,2
31 to 60 days,5,youth,2019-11-01,2019-11-30,Q27e,stayers,3
61 to 90 days,9,youth,2019-11-01,2019-11-30,Q27e,leavers,1
61 to 90 days,9,youth,2019-11-01,2019-11-30,Q27e,stayers,8
91 to 180 days,10,youth,2019-11-01,2019-11-30,Q27e,leavers,0
91 to 180 days,10,youth,2019-11-01,2019-11-30,Q27e,stayers,10
181 to 365 days,13,youth,2019-11-01,2019-11-30,Q27e,leavers,2
181 to 365 days,13,youth,2019-11-01,2019-11-30,Q27e,stayers,11
366 to 730 Days (1-2 Yrs),5,youth,2019-11-01,2019-11-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),5,youth,2019-11-01,2019-11-30,Q27e,stayers,5
"731 to 1,095 Days (2-3 Yrs)",0,youth,2019-11-01,2019-11-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",0,youth,2019-11-01,2019-11-30,Q27e,stayers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2019-11-01,2019-11-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2019-11-01,2019-11-30,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-11-01,2019-11-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-11-01,2019-11-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-11-01,2019-11-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-11-01,2019-11-30,Q27e,stayers,1
Data Not Collected,0,youth,2019-11-01,2019-11-30,Q27e,leavers,0
Data Not Collected,0,youth,2019-11-01,2019-11-30,Q27e,stayers,0
30 days or less,24,youth,2019-12-01,2019-12-31,Q27e,leavers,15
30 days or less,24,youth,2019-12-01,2019-12-31,Q27e,stayers,9
31 to 60 days,6,youth,2019-12-01,2019-12-31,Q27e,leavers,0
31 to 60 days,6,youth,2019-12-01,2019-12-31,Q27e,stayers,6
61 to 90 days,6,youth,2019-12-01,2019-12-31,Q27e,leavers,3
61 to 90 days,6,youth,2019-12-01,2019-12-31,Q27e,stayers,3
91 to 180 days,14,youth,2019-12-01,2019-12-31,Q27e,leavers,3
91 to 180 days,14,youth,2019-12-01,2019-12-31,Q27e,stayers,11
181 to 365 days,7,youth,2019-12-01,2019-12-31,Q27e,leavers,0
181 to 365 days,7,youth,2019-12-01,2019-12-31,Q27e,stayers,7
366 to 730 Days (1-2 Yrs),7,youth,2019-12-01,2019-12-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),7,youth,2019-12-01,2019-12-31,Q27e,stayers,7
"731 to 1,095 Days (2-3 Yrs)",1,youth,2019-12-01,2019-12-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",1,youth,2019-12-01,2019-12-31,Q27e,stayers,1
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2019-12-01,2019-12-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2019-12-01,2019-12-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-12-01,2019-12-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-12-01,2019-12-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-12-01,2019-12-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-12-01,2019-12-31,Q27e,stayers,1
Data Not Collected,0,youth,2019-12-01,2019-12-31,Q27e,leavers,0
Data Not Collected,0,youth,2019-12-01,2019-12-31,Q27e,stayers,0
30 days or less,42,youth,2020-01-01,2020-01-31,Q27e,leavers,25
30 days or less,42,youth,2020-01-01,2020-01-31,Q27e,stayers,17
31 to 60 days,9,youth,2020-01-01,2020-01-31,Q27e,leavers,5
31 to 60 days,9,youth,2020-01-01,2020-01-31,Q27e,stayers,4
61 to 90 days,4,youth,2020-01-01,2020-01-31,Q27e,leavers,1
61 to 90 days,4,youth,2020-01-01,2020-01-31,Q27e,stayers,3
91 to 180 days,8,youth,2020-01-01,2020-01-31,Q27e,leavers,1
91 to 180 days,8,youth,2020-01-01,2020-01-31,Q27e,stayers,7
181 to 365 days,8,youth,2020-01-01,2020-01-31,Q27e,leavers,0
181 to 365 days,8,youth,2020-01-01,2020-01-31,Q27e,stayers,8
366 to 730 Days (1-2 Yrs),7,youth,2020-01-01,2020-01-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),7,youth,2020-01-01,2020-01-31,Q27e,stayers,7
"731 to 1,095 Days (2-3 Yrs)",1,youth,2020-01-01,2020-01-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",1,youth,2020-01-01,2020-01-31,Q27e,stayers,1
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2020-01-01,2020-01-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2020-01-01,2020-01-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2020-01-01,2020-01-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2020-01-01,2020-01-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-01-01,2020-01-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-01-01,2020-01-31,Q27e,stayers,0
Data Not Collected,0,youth,2020-01-01,2020-01-31,Q27e,leavers,0
Data Not Collected,0,youth,2020-01-01,2020-01-31,Q27e,stayers,0
30 days or less,30,youth,2020-02-01,2020-02-29,Q27e,leavers,25
30 days or less,30,youth,2020-02-01,2020-02-29,Q27e,stayers,5
31 to 60 days,12,youth,2020-02-01,2020-02-29,Q27e,leavers,4
31 to 60 days,12,youth,2020-02-01,2020-02-29,Q27e,stayers,8
61 to 90 days,2,youth,2020-02-01,2020-02-29,Q27e,leavers,0
61 to 90 days,2,youth,2020-02-01,2020-02-29,Q27e,stayers,2
91 to 180 days,10,youth,2020-02-01,2020-02-29,Q27e,leavers,1
91 to 180 days,10,youth,2020-02-01,2020-02-29,Q27e,stayers,9
181 to 365 days,10,youth,2020-02-01,2020-02-29,Q27e,leavers,0
181 to 365 days,10,youth,2020-02-01,2020-02-29,Q27e,stayers,10
366 to 730 Days (1-2 Yrs),6,youth,2020-02-01,2020-02-29,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),6,youth,2020-02-01,2020-02-29,Q27e,stayers,6
"731 to 1,095 Days (2-3 Yrs)",2,youth,2020-02-01,2020-02-29,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",2,youth,2020-02-01,2020-02-29,Q27e,stayers,2
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2020-02-01,2020-02-29,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2020-02-01,2020-02-29,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2020-02-01,2020-02-29,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2020-02-01,2020-02-29,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-02-01,2020-02-29,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-02-01,2020-02-29,Q27e,stayers,0
Data Not Collected,0,youth,2020-02-01,2020-02-29,Q27e,leavers,0
Data Not Collected,0,youth,2020-02-01,2020-02-29,Q27e,stayers,0
30 days or less,27,youth,2020-03-01,2020-03-31,Q27e,leavers,17
30 days or less,27,youth,2020-03-01,2020-03-31,Q27e,stayers,10
31 to 60 days,2,youth,2020-03-01,2020-03-31,Q27e,leavers,1
31 to 60 days,2,youth,2020-03-01,2020-03-31,Q27e,stayers,1
61 to 90 days,6,youth,2020-03-01,2020-03-31,Q27e,leavers,2
61 to 90 days,6,youth,2020-03-01,2020-03-31,Q27e,stayers,4
91 to 180 days,5,youth,2020-03-01,2020-03-31,Q27e,leavers,1
91 to 180 days,5,youth,2020-03-01,2020-03-31,Q27e,stayers,4
181 to 365 days,12,youth,2020-03-01,2020-03-31,Q27e,leavers,2
181 to 365 days,12,youth,2020-03-01,2020-03-31,Q27e,stayers,10
366 to 730 Days (1-2 Yrs),8,youth,2020-03-01,2020-03-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),8,youth,2020-03-01,2020-03-31,Q27e,stayers,8
"731 to 1,095 Days (2-3 Yrs)",2,youth,2020-03-01,2020-03-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",2,youth,2020-03-01,2020-03-31,Q27e,stayers,2
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2020-03-01,2020-03-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2020-03-01,2020-03-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2020-03-01,2020-03-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2020-03-01,2020-03-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-03-01,2020-03-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-03-01,2020-03-31,Q27e,stayers,0
Data Not Collected,0,youth,2020-03-01,2020-03-31,Q27e,leavers,0
Data Not Collected,0,youth,2020-03-01,2020-03-31,Q27e,stayers,0
30 days or less,22,youth,2020-04-01,2020-04-30,Q27e,leavers,11
30 days or less,22,youth,2020-04-01,2020-04-30,Q27e,stayers,11
31 to 60 days,4,youth,2020-04-01,2020-04-30,Q27e,leavers,1
31 to 60 days,4,youth,2020-04-01,2020-04-30,Q27e,stayers,3
61 to 90 days,1,youth,2020-04-01,2020-04-30,Q27e,leavers,0
61 to 90 days,1,youth,2020-04-01,2020-04-30,Q27e,stayers,1
91 to 180 days,7,youth,2020-04-01,2020-04-30,Q27e,leavers,1
91 to 180 days,7,youth,2020-04-01,2020-04-30,Q27e,stayers,6
181 to 365 days,8,youth,2020-04-01,2020-04-30,Q27e,leavers,1
181 to 365 days,8,youth,2020-04-01,2020-04-30,Q27e,stayers,7
366 to 730 Days (1-2 Yrs),13,youth,2020-04-01,2020-04-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),13,youth,2020-04-01,2020-04-30,Q27e,stayers,13
"731 to 1,095 Days (2-3 Yrs)",2,youth,2020-04-01,2020-04-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",2,youth,2020-04-01,2020-04-30,Q27e,stayers,2
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2020-04-01,2020-04-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2020-04-01,2020-04-30,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2020-04-01,2020-04-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2020-04-01,2020-04-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-04-01,2020-04-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-04-01,2020-04-30,Q27e,stayers,0
Data Not Collected,0,youth,2020-04-01,2020-04-30,Q27e,leavers,0
Data Not Collected,0,youth,2020-04-01,2020-04-30,Q27e,stayers,0
30 days or less,18,youth,2020-05-01,2020-05-31,Q27e,leavers,12
30 days or less,18,youth,2020-05-01,2020-05-31,Q27e,stayers,6
31 to 60 days,6,youth,2020-05-01,2020-05-31,Q27e,leavers,1
31 to 60 days,6,youth,2020-05-01,2020-05-31,Q27e,stayers,5
61 to 90 days,3,youth,2020-05-01,2020-05-31,Q27e,leavers,0
61 to 90 days,3,youth,2020-05-01,2020-05-31,Q27e,stayers,3
91 to 180 days,5,youth,2020-05-01,2020-05-31,Q27e,leavers,0
91 to 180 days,5,youth,2020-05-01,2020-05-31,Q27e,stayers,5
181 to 365 days,9,youth,2020-05-01,2020-05-31,Q27e,leavers,0
181 to 365 days,9,youth,2020-05-01,2020-05-31,Q27e,stayers,9
366 to 730 Days (1-2 Yrs),13,youth,2020-05-01,2020-05-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),13,youth,2020-05-01,2020-05-31,Q27e,stayers,13
"731 to 1,095 Days (2-3 Yrs)",2,youth,2020-05-01,2020-05-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",2,youth,2020-05-01,2020-05-31,Q27e,stayers,2
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-05-01,2020-05-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-05-01,2020-05-31,Q27e,stayers,2
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-05-01,2020-05-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-05-01,2020-05-31,Q27e,stayers,3
"More than 1,825 Days (>5 Yrs)",0,youth,2020-05-01,2020-05-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-05-01,2020-05-31,Q27e,stayers,0
Data Not Collected,0,youth,2020-05-01,2020-05-31,Q27e,leavers,0
Data Not Collected,0,youth,2020-05-01,2020-05-31,Q27e,stayers,0
30 days or less,22,youth,2020-06-01,2020-06-30,Q27e,leavers,19
30 days or less,22,youth,2020-06-01,2020-06-30,Q27e,stayers,3
31 to 60 days,7,youth,2020-06-01,2020-06-30,Q27e,leavers,2
31 to 60 days,7,youth,2020-06-01,2020-06-30,Q27e,stayers,5
61 to 90 days,3,youth,2020-06-01,2020-06-30,Q27e,leavers,0
61 to 90 days,3,youth,2020-06-01,2020-06-30,Q27e,stayers,3
91 to 180 days,7,youth,2020-06-01,2020-06-30,Q27e,leavers,0
91 to 180 days,7,youth,2020-06-01,2020-06-30,Q27e,stayers,7
181 to 365 days,10,youth,2020-06-01,2020-06-30,Q27e,leavers,2
181 to 365 days,10,youth,2020-06-01,2020-06-30,Q27e,stayers,8
366 to 730 Days (1-2 Yrs),10,youth,2020-06-01,2020-06-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),10,youth,2020-06-01,2020-06-30,Q27e,stayers,10
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-06-01,2020-06-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-06-01,2020-06-30,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-06-01,2020-06-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-06-01,2020-06-30,Q27e,stayers,2
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-06-01,2020-06-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-06-01,2020-06-30,Q27e,stayers,3
"More than 1,825 Days (>5 Yrs)",0,youth,2020-06-01,2020-06-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-06-01,2020-06-30,Q27e,stayers,0
Data Not Collected,0,youth,2020-06-01,2020-06-30,Q27e,leavers,0
Data Not Collected,0,youth,2020-06-01,2020-06-30,Q27e,stayers,0
30 days or less,14,youth,2020-07-01,2020-07-31,Q27e,leavers,13
30 days or less,14,youth,2020-07-01,2020-07-31,Q27e,stayers,1
31 to 60 days,3,youth,2020-07-01,2020-07-31,Q27e,leavers,2
31 to 60 days,3,youth,2020-07-01,2020-07-31,Q27e,stayers,1
61 to 90 days,6,youth,2020-07-01,2020-07-31,Q27e,leavers,3
61 to 90 days,6,youth,2020-07-01,2020-07-31,Q27e,stayers,3
91 to 180 days,4,youth,2020-07-01,2020-07-31,Q27e,leavers,1
91 to 180 days,4,youth,2020-07-01,2020-07-31,Q27e,stayers,3
181 to 365 days,10,youth,2020-07-01,2020-07-31,Q27e,leavers,0
181 to 365 days,10,youth,2020-07-01,2020-07-31,Q27e,stayers,10
366 to 730 Days (1-2 Yrs),11,youth,2020-07-01,2020-07-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),11,youth,2020-07-01,2020-07-31,Q27e,stayers,11
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-07-01,2020-07-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-07-01,2020-07-31,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-07-01,2020-07-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-07-01,2020-07-31,Q27e,stayers,2
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-07-01,2020-07-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-07-01,2020-07-31,Q27e,stayers,3
"More than 1,825 Days (>5 Yrs)",0,youth,2020-07-01,2020-07-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-07-01,2020-07-31,Q27e,stayers,0
Data Not Collected,0,youth,2020-07-01,2020-07-31,Q27e,leavers,0
Data Not Collected,0,youth,2020-07-01,2020-07-31,Q27e,stayers,0
30 days or less,18,youth,2020-08-01,2020-08-31,Q27e,leavers,13
30 days or less,18,youth,2020-08-01,2020-08-31,Q27e,stayers,5
31 to 60 days,1,youth,2020-08-01,2020-08-31,Q27e,leavers,0
31 to 60 days,1,youth,2020-08-01,2020-08-31,Q27e,stayers,1
61 to 90 days,1,youth,2020-08-01,2020-08-31,Q27e,leavers,1
61 to 90 days,1,youth,2020-08-01,2020-08-31,Q27e,stayers,0
91 to 180 days,4,youth,2020-08-01,2020-08-31,Q27e,leavers,0
91 to 180 days,4,youth,2020-08-01,2020-08-31,Q27e,stayers,4
181 to 365 days,9,youth,2020-08-01,2020-08-31,Q27e,leavers,1
181 to 365 days,9,youth,2020-08-01,2020-08-31,Q27e,stayers,8
366 to 730 Days (1-2 Yrs),12,youth,2020-08-01,2020-08-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),12,youth,2020-08-01,2020-08-31,Q27e,stayers,12
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-08-01,2020-08-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-08-01,2020-08-31,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-08-01,2020-08-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-08-01,2020-08-31,Q27e,stayers,2
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-08-01,2020-08-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-08-01,2020-08-31,Q27e,stayers,3
"More than 1,825 Days (>5 Yrs)",0,youth,2020-08-01,2020-08-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-08-01,2020-08-31,Q27e,stayers,0
Data Not Collected,0,youth,2020-08-01,2020-08-31,Q27e,leavers,0
Data Not Collected,0,youth,2020-08-01,2020-08-31,Q27e,stayers,0
30 days or less,26,youth,2020-09-01,2020-09-30,Q27e,leavers,18
30 days or less,26,youth,2020-09-01,2020-09-30,Q27e,stayers,8
31 to 60 days,4,youth,2020-09-01,2020-09-30,Q27e,leavers,2
31 to 60 days,4,youth,2020-09-01,2020-09-30,Q27e,stayers,2
61 to 90 days,0,youth,2020-09-01,2020-09-30,Q27e,leavers,0
61 to 90 days,0,youth,2020-09-01,2020-09-30,Q27e,stayers,0
91 to 180 days,2,youth,2020-09-01,2020-09-30,Q27e,leavers,0
91 to 180 days,2,youth,2020-09-01,2020-09-30,Q27e,stayers,2
181 to 365 days,8,youth,2020-09-01,2020-09-30,Q27e,leavers,1
181 to 365 days,8,youth,2020-09-01,2020-09-30,Q27e,stayers,7
366 to 730 Days (1-2 Yrs),12,youth,2020-09-01,2020-09-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),12,youth,2020-09-01,2020-09-30,Q27e,stayers,12
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-09-01,2020-09-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-09-01,2020-09-30,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-09-01,2020-09-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",2,youth,2020-09-01,2020-09-30,Q27e,stayers,2
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-09-01,2020-09-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",3,youth,2020-09-01,2020-09-30,Q27e,stayers,3
"More than 1,825 Days (>5 Yrs)",0,youth,2020-09-01,2020-09-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-09-01,2020-09-30,Q27e,stayers,0
Data Not Collected,0,youth,2020-09-01,2020-09-30,Q27e,leavers,0
Data Not Collected,0,youth,2020-09-01,2020-09-30,Q27e,stayers,0
30 days or less,24,youth,2020-10-01,2020-10-31,Q27e,leavers,16
30 days or less,24,youth,2020-10-01,2020-10-31,Q27e,stayers,8
31 to 60 days,9,youth,2020-10-01,2020-10-31,Q27e,leavers,3
31 to 60 days,9,youth,2020-10-01,2020-10-31,Q27e,stayers,6
61 to 90 days,0,youth,2020-10-01,2020-10-31,Q27e,leavers,0
61 to 90 days,0,youth,2020-10-01,2020-10-31,Q27e,stayers,0
91 to 180 days,2,youth,2020-10-01,2020-10-31,Q27e,leavers,0
91 to 180 days,2,youth,2020-10-01,2020-10-31,Q27e,stayers,2
181 to 365 days,6,youth,2020-10-01,2020-10-31,Q27e,leavers,1
181 to 365 days,6,youth,2020-10-01,2020-10-31,Q27e,stayers,5
366 to 730 Days (1-2 Yrs),13,youth,2020-10-01,2020-10-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),13,youth,2020-10-01,2020-10-31,Q27e,stayers,13
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-10-01,2020-10-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2020-10-01,2020-10-31,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2020-10-01,2020-10-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2020-10-01,2020-10-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2020-10-01,2020-10-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2020-10-01,2020-10-31,Q27e,stayers,5
"More than 1,825 Days (>5 Yrs)",0,youth,2020-10-01,2020-10-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",0,youth,2020-10-01,2020-10-31,Q27e,stayers,0
Data Not Collected,0,youth,2020-10-01,2020-10-31,Q27e,leavers,0
Data Not Collected,0,youth,2020-10-01,2020-10-31,Q27e,stayers,0
30 days or less,26,youth,2020-11-01,2020-11-30,Q27e,leavers,14
30 days or less,26,youth,2020-11-01,2020-11-30,Q27e,stayers,12
